home_country,source_currency,dest_currency,channel,amount_src,amount_usd,fee,new_device,location_mismatch,ip_risk_score,kyc_tier,account_age_days,device_trust_score,chargeback_history_count,risk_score_internal,txn_velocity_1h,txn_velocity_24h,corridor_risk,hour,day_of_week,is_weekend,is_fraud
uk,GBP,INR,web,312.01,390.01,5.54,False,False,0.304,standard,4,0.892,0,0.407,0,0,0.0,8.0,Tuesday,0,0
us,USD,INR,web,197.9,197.9,4.35,False,False,0.238,enhanced,257,0.894,0,0.257,0,0,0.0,10.0,Thursday,0,0
us,USD,PHP,mobile,111.36,111.36,1.91,False,False,0.234,enhanced,367,0.939,0,0.176,0,0,0.1,10.0,Thursday,0,0
uk,GBP,INR,mobile,132.77,165.96,2.32,False,False,0.267,standard,4,0.892,0,0.407,0,0,0.0,19.0,Tuesday,0,0
us,USD,EUR,web,2643.61,2643.61,40.0,False,False,0.249,standard,263,0.522,0,0.223,0,0,0.0,23.0,Thursday,0,0
us,USD,GBP,web,835.55,835.55,13.73,False,False,0.53,enhanced,257,0.894,0,0.257,0,0,0.0,0.0,Wednesday,0,0
uk,GBP,PHP,mobile,58.91,73.64,3.08,False,False,0.818,standard,684,0.833,0,0.241,7,7,0.0,16.0,Tuesday,0,0
us,USD,INR,mobile,57.82,57.82,1.51,False,False,0.263,enhanced,367,0.939,0,0.176,0,0,0.0,1.0,Thursday,0,0
uk,GBP,GBP,web,121.01,151.27,2.62,False,False,0.106,standard,4,0.892,0,0.407,0,0,0.0,15.0,Friday,0,0
uk,GBP,PHP,mobile,217.39,271.74,4.9,False,False,0.268,standard,4,0.892,0,0.407,0,0,0.0,3.0,Tuesday,0,0
us,USD,CAD,web,9998.91,9998.91,151.19,False,False,0.289,standard,298,0.336,0,0.166,0,0,0.0,12.0,Thursday,0,0
us,USD,EUR,mobile,139.62,139.62,2.88,False,False,0.489,enhanced,257,0.894,0,0.257,8,8,0.0,1.0,Friday,0,0
us,USD,NGN,web,144.01,144.01,3.13,False,False,0.218,standard,638,0.839,0,0.244,0,0,0.25,19.0,Sunday,1,0
us,USD,CAD,mobile,620.04,620.04,9.58,False,False,0.038,standard,298,0.336,0,0.166,0,0,0.0,3.0,Sunday,1,0
us,USD,PHP,atm,88.5,88.5,1.95,False,False,0.381,enhanced,367,0.939,0,0.176,0,0,0.1,19.0,Tuesday,0,0
uk,GBP,GBP,web,70.52,88.16,2.29,False,False,0.336,standard,4,0.892,0,0.407,0,0,0.0,11.0,Monday,0,0
us,USD,NGN,mobile,530.44,530.44,8.09,False,False,0.348,standard,263,0.522,0,0.223,0,1,0.25,10.0,Friday,0,0
us,USD,USD,mobile,76.93,76.93,2.09,False,True,0.473,standard,298,0.336,0,0.166,0,0,0.0,2.0,Wednesday,0,0
us,USD,PHP,mobile,155.91,155.91,3.7,False,False,0.225,standard,298,0.336,0,0.166,0,0,0.1,6.0,Friday,0,0
us,USD,USD,web,32.22,32.22,0.9,False,False,0.24,enhanced,257,0.894,0,0.257,0,1,0.0,13.0,Saturday,1,0
us,USD,EUR,mobile,220.81,220.81,4.13,False,True,0.501,enhanced,367,0.939,0,0.176,0,0,0.0,15.0,Sunday,1,0
us,USD,CNY,mobile,126.3,126.3,3.39,False,False,0.87,standard,147,0.551,0,0.391,0,0,0.0,3.0,Friday,0,0
ca,CAD,MXN,web,117.28,86.79,2.41,False,False,0.394,standard,947,0.625,0,0.268,0,0,0.0,10.0,Wednesday,0,0
ca,CAD,NGN,web,54.86,40.59,2.18,False,False,0.067,low,824,0.607,0,0.282,0,1,0.0,11.0,Monday,0,0
us,USD,CNY,web,975.35,975.35,15.54,False,False,0.371,standard,298,0.336,0,0.166,0,0,0.0,13.0,Thursday,0,0
us,USD,PHP,mobile,40.54,40.54,0.97,True,False,0.26,standard,298,0.186,0,0.166,0,0,0.1,5.0,Wednesday,0,0
ca,CAD,CNY,mobile,97.1,71.85,2.79,False,False,0.122,standard,725,0.824,0,0.212,0,0,0.0,17.0,Saturday,1,0
us,USD,INR,mobile,254.39,254.39,4.39,False,False,0.337,enhanced,367,0.939,0,0.176,0,0,0.0,13.0,Tuesday,0,0
uk,GBP,CNY,mobile,-174.84,218.55,9999.99,False,False,1.2,standard,4,-0.1,0,0.407,-1,0,0.0,10.0,Wednesday,0,0
us,USD,NGN,web,-167.33,167.33,9999.99,True,False,1.2,standard,147,-0.1,0,0.391,-1,0,0.25,5.0,Wednesday,0,0
us,USD,INR,mobile,289.82,289.82,5.84,False,True,0.703,enhanced,367,0.939,0,0.176,0,0,0.0,15.0,Sunday,1,0
uk,GBP,INR,atm,40.07,50.09,2.25,False,False,0.162,standard,4,0.892,0,0.407,0,1,0.0,8.0,Tuesday,0,0
uk,GBP,GBP,atm,254.22,317.77,3.61,False,False,0.086,standard,4,0.892,0,0.407,0,0,0.0,5.0,Saturday,1,0
ca,CAD,INR,web,111.37,82.41,2.75,False,False,0.061,standard,1041,0.867,0,0.245,0,0,0.12,5.0,Wednesday,0,0
us,USD,MXN,web,131.22,131.22,2.99,False,False,0.903,standard,147,0.551,0,0.391,0,1,0.2,7.0,Tuesday,0,0
ca,CAD,EUR,web,329.2,243.6,5.67,False,False,0.348,standard,947,0.625,0,0.268,0,1,0.0,9.0,Sunday,1,0
uk,GBP,USD,mobile,148.26,185.32,2.65,False,False,0.345,standard,4,0.892,0,0.407,0,0,0.0,10.0,Wednesday,0,0
us,USD,PHP,mobile,41.92,41.92,1.25,False,False,0.574,standard,1016,0.944,0,0.247,0,0,0.1,4.0,Monday,0,0
us,USD,USD,mobile,24.3,24.3,1.57,False,False,0.103,standard,263,0.522,0,0.223,5,5,0.0,15.0,Saturday,1,0
us,USD,CAD,web,98.42,98.42,2.94,False,False,0.34,standard,1018,0.934,0,0.087,0,0,0.0,12.0,Monday,0,0
us,USD,PHP,mobile,33.04,33.04,2.67,True,False,0.513,standard,298,0.186,0,0.166,0,0,0.1,9.0,Monday,0,0
uk,GBP,PHP,mobile,253.38,316.73,5.48,False,True,0.403,low,566,0.731,0,0.422,0,0,0.0,23.0,Wednesday,0,0
us,USD,USD,atm,404.31,404.31,6.7,False,False,0.07,standard,263,0.522,0,0.223,0,1,0.0,9.0,Saturday,1,0
ca,CAD,GBP,mobile,422.23,312.45,7.31,False,False,0.359,low,1074,0.664,0,0.225,0,0,0.0,17.0,Sunday,1,1
us,USD,MXN,mobile,52.16,52.16,2.46,False,False,0.412,standard,1018,0.934,0,0.087,0,0,0.2,11.0,Sunday,1,0
us,USD,GBP,mobile,59.31,59.31,2.43,False,False,0.216,standard,147,0.551,0,0.391,0,0,0.0,19.0,Wednesday,0,0
uk,GBP,NGN,mobile,249.34,311.67,5.66,False,False,0.376,standard,4,0.892,0,0.407,0,0,0.22,2.0,Thursday,0,0
uk,GBP,MXN,web,44.97,56.21,2.09,False,False,0.251,standard,4,0.892,0,0.407,0,0,0.0,11.0,Friday,0,0
us,USD,EUR,mobile,322.28,322.28,7.04,False,False,0.258,enhanced,367,0.939,0,0.176,0,0,0.0,15.0,Monday,0,0
uk,GBP,GBP,mobile,145.6,181.99,3.9,False,False,0.528,standard,718,0.953,0,0.169,0,0,0.0,15.0,Monday,0,0
ca,CAD,CAD,web,128.25,94.91,3.0,False,False,0.139,standard,1041,0.867,0,0.245,0,0,0.0,3.0,Saturday,1,0
us,USD,EUR,mobile,84.11,84.11,2.27,False,False,0.349,enhanced,367,0.939,0,0.176,0,0,0.0,14.0,Friday,0,0
us,USD,GBP,mobile,78.42,78.42,2.39,False,False,0.182,standard,34,0.427,0,0.068,0,0,0.0,19.0,Monday,0,0
us,USD,INR,mobile,259.58,259.58,-1.0,False,False,1.2,standard,263,-0.1,0,0.223,-1,0,0.0,14.0,Friday,0,0
us,USD,CNY,mobile,123.03,123.03,2.88,False,False,0.219,standard,1018,0.934,0,0.087,0,0,0.0,7.0,Tuesday,0,0
ca,CAD,CAD,mobile,27.8,20.58,1.63,True,False,0.509,standard,172,0.731,0,0.199,0,0,0.0,2.0,Sunday,1,0
us,USD,EUR,web,32.46,410.21,111.2,True,False,0.259,unknown,263,0.69,0,0.223,0,0,0.0,22.0,Wednesday,0,0
uk,GBP,PHP,atm,136.53,170.66,1.92,False,False,0.286,standard,4,0.892,0,0.407,0,0,0.0,11.0,Sunday,1,0
us,USD,EUR,web,23.36,23.36,1.31,False,False,0.05,standard,263,0.522,0,0.223,0,0,0.0,7.0,Thursday,0,0
us,USD,PHP,web,9990.37,9990.37,150.57,False,False,0.22,standard,147,0.551,0,0.391,0,0,0.1,8.0,Sunday,1,0
us,USD,EUR,mobile,75.39,75.39,1.96,False,False,0.299,standard,263,0.522,0,0.223,0,0,0.0,5.0,Saturday,1,0
us,USD,CAD,web,9994.38,9994.38,151.06,False,False,0.107,standard,147,0.551,0,0.391,0,0,0.0,19.0,Thursday,0,0
us,USD,MXN,mobile,470.73,470.73,7.14,True,False,0.295,enhanced,367,0.789,0,0.176,0,0,0.2,16.0,Monday,0,0
us,USD,NGN,web,777.09,777.09,12.45,True,False,0.077,standard,1016,0.794,0,0.247,0,0,0.25,18.0,Saturday,1,0
us,USD,CNY,atm,20.62,20.62,1.05,False,False,0.392,low,954,0.576,0,0.332,0,0,0.0,5.0,Tuesday,0,0
uk,GBP,INR,mobile,384.46,480.57,6.77,False,False,0.301,standard,4,0.892,0,0.407,0,0,0.0,10.0,Saturday,1,0
uk,GBP,MXN,mobile,136.89,171.12,1.35,False,True,0.238,standard,437,0.806,1,0.334,0,0,0.0,3.0,Thursday,0,0
us,USD,PHP,web,291.85,291.85,4.69,False,False,0.154,standard,298,0.336,0,0.166,0,0,0.1,22.0,Tuesday,0,0
ca,CAD,USD,mobile,124.32,91.99,2.36,False,False,0.253,standard,947,0.625,0,0.268,0,0,0.0,2.0,Sunday,1,0
us,USD,USD,mobile,150.17,150.17,1.88,True,False,0.437,enhanced,257,0.744,0,0.257,0,0,0.0,17.0,Friday,0,0
us,USD,PHP,mobile,134.8,134.8,3.11,True,False,0.531,enhanced,257,0.744,0,0.257,0,1,0.1,3.0,Thursday,0,0
us,USD,PHP,mobile,691.97,691.97,11.53,False,False,0.182,enhanced,367,0.939,0,0.176,8,8,0.1,10.0,Friday,0,0
us,USD,GBP,mobile,118.66,118.66,2.7,False,True,0.728,standard,263,0.522,0,0.223,0,0,0.0,4.0,Wednesday,0,0
us,USD,GBP,web,53.43,53.43,1.95,False,False,0.468,standard,298,0.336,0,0.166,0,0,0.0,18.0,Saturday,1,0
us,USD,NGN,mobile,234.26,234.26,5.11,False,False,0.194,enhanced,257,0.894,0,0.257,0,0,0.25,14.0,Wednesday,0,0
us,USD,MXN,web,85.48,85.48,2.17,False,False,0.09,standard,263,0.522,0,0.223,0,0,0.2,8.0,Friday,0,0
us,USD,USD,web,91.8,91.8,1.8,False,False,0.178,standard,263,0.522,0,0.223,0,0,0.0,17.0,Wednesday,0,0
us,USD,EUR,mobile,101.22,101.22,2.14,False,False,0.38,enhanced,257,0.894,0,0.257,0,0,0.0,17.0,Tuesday,0,0
ca,CAD,CAD,mobile,76.62,56.7,1.86,False,True,0.693,standard,947,0.625,0,0.268,0,0,0.0,10.0,Thursday,0,0
us,USD,USD,mobile,104.25,104.25,3.02,False,False,0.424,enhanced,367,0.939,0,0.176,0,0,0.0,20.0,Monday,0,0
us,USD,MXN,web,365.25,365.25,6.4,False,False,0.323,enhanced,257,0.894,0,0.257,0,0,0.2,13.0,Wednesday,0,0
uk,GBP,USD,mobile,215.15,268.94,4.74,False,False,0.178,standard,684,0.833,0,0.241,0,1,0.0,8.0,Sunday,1,0
us,USD,CNY,mobile,172.14,172.14,4.14,False,False,0.043,standard,1016,0.944,0,0.247,4,4,0.0,20.0,Saturday,1,0
us,USD,EUR,mobile,223.25,223.25,4.51,False,False,0.345,standard,298,0.336,0,0.166,0,0,0.0,0.0,Monday,0,0
us,USD,PHP,mobile,48.75,48.75,2.34,False,False,0.497,enhanced,257,0.894,0,0.257,0,0,0.1,11.0,Saturday,1,0
us,USD,USD,web,-269.17,269.17,9999.99,False,False,1.2,enhanced,367,-0.1,0,0.176,-1,0,0.0,0.0,Friday,0,0
us,USD,MXN,web,174.14,174.14,3.49,False,False,0.204,standard,263,0.522,0,0.223,0,0,0.2,6.0,Friday,0,0
us,USD,NGN,mobile,62.56,62.56,1.67,False,True,0.318,standard,263,0.522,0,0.223,0,0,0.25,15.0,Wednesday,0,0
ca,CAD,USD,mobile,99.07,73.31,3.63,False,False,0.333,standard,947,0.625,0,0.268,0,0,0.0,0.0,Tuesday,0,0
ca,CAD,CNY,web,98.86,73.15,1.51,False,False,0.177,standard,947,0.625,0,0.268,0,0,0.0,17.0,Wednesday,0,0
us,USD,NGN,web,168.62,168.62,3.85,False,False,0.305,standard,263,0.522,0,0.223,0,0,0.25,4.0,Thursday,0,0
us,USD,CAD,atm,158.85,158.85,2.98,False,False,0.119,standard,1018,0.934,0,0.087,0,0,0.0,20.0,Monday,0,0
uk,GBP,USD,web,-69.26,86.58,9999.99,False,False,1.2,standard,4,-0.1,0,0.407,-1,1,0.0,20.0,Thursday,0,0
us,USD,CNY,mobile,594.17,594.17,10.67,False,False,0.392,standard,263,0.522,0,0.223,0,0,0.0,18.0,Monday,0,0
us,USD,NGN,web,76.8,76.8,1.67,False,True,0.572,standard,263,0.522,0,0.223,0,0,0.25,10.0,Friday,0,0
ca,CAD,CNY,mobile,47.47,35.13,1.48,False,True,0.225,standard,564,0.658,0,0.4,0,0,0.0,17.0,Wednesday,0,0
us,USD,NGN,web,109.34,109.34,2.95,False,False,0.094,standard,1018,0.934,0,0.087,0,0,0.25,9.0,Friday,0,0
uk,GBP,PHP,web,149.85,187.31,3.24,False,False,0.475,standard,4,0.892,0,0.407,0,0,0.0,1.0,Thursday,0,0
us,USD,USD,web,262.53,262.53,4.94,False,False,0.208,standard,263,0.522,0,0.223,0,0,0.0,15.0,Thursday,0,0
us,USD,CNY,web,128.93,128.93,2.23,False,False,0.17,standard,298,0.336,0,0.166,0,0,0.0,9.0,Saturday,1,0
us,USD,CNY,mobile,227.57,227.57,4.67,False,False,0.12,standard,859,0.96,0,0.363,0,0,0.0,18.0,Friday,0,0
us,USD,NGN,mobile,96.64,96.64,2.62,False,False,0.161,standard,1016,0.944,0,0.247,0,0,0.25,4.0,Sunday,1,0
us,USD,PHP,web,202.02,202.02,2.91,False,False,0.199,standard,263,0.522,0,0.223,0,0,0.1,8.0,Saturday,1,0
us,USD,PHP,mobile,522.44,522.44,7.96,False,False,0.584,standard,298,0.336,0,0.166,0,0,0.1,16.0,Sunday,1,0
us,USD,CNY,mobile,205.36,205.36,4.1,False,False,0.078,standard,147,0.551,0,0.391,0,0,0.0,11.0,Tuesday,0,0
uk,GBP,GBP,mobile,136.71,170.89,3.91,False,False,0.143,standard,4,0.892,0,0.407,0,0,0.0,5.0,Friday,0,0
us,USD,GBP,mobile,84.04,84.04,3.21,False,False,0.178,standard,1016,0.944,0,0.247,0,0,0.0,15.0,Sunday,1,0
us,USD,CNY,mobile,92.91,92.91,2.65,False,False,0.167,standard,1016,0.944,0,0.247,0,1,0.0,5.0,Monday,0,0
us,USD,PHP,mobile,518.87,518.87,8.63,False,False,0.502,standard,147,0.551,0,0.391,0,0,0.1,5.0,Monday,0,0
uk,GBP,INR,web,240.59,300.73,4.95,False,False,0.117,standard,718,0.953,0,0.169,0,0,0.0,7.0,Friday,0,0
us,USD,CAD,mobile,84.84,84.84,2.66,True,False,0.215,standard,298,0.186,0,0.166,0,0,0.0,5.0,Tuesday,0,0
us,USD,INR,mobile,104.37,104.37,2.71,False,False,0.24,standard,298,0.336,0,0.166,0,0,0.0,4.0,Wednesday,0,0
us,USD,EUR,web,201.91,201.91,5.25,False,False,0.172,standard,1018,0.934,0,0.087,0,0,0.0,17.0,Saturday,1,0
us,USD,USD,mobile,59.64,59.64,1.69,False,False,0.503,standard,1018,0.934,0,0.087,0,0,0.0,10.0,Wednesday,0,0
us,USD,CNY,mobile,559.53,559.53,9.31,True,True,0.415,standard,263,0.372,0,0.223,0,0,0.0,0.0,Tuesday,0,0
us,USD,USD,mobile,89.99,89.99,2.52,False,False,0.607,standard,263,0.522,0,0.223,0,0,0.0,19.0,Thursday,0,0
us,USD,CNY,mobile,28.99,28.99,1.86,False,False,0.501,standard,1016,0.944,0,0.247,0,0,0.0,11.0,Saturday,1,0
us,USD,GBP,mobile,9997.48,9997.48,151.64,True,False,0.214,enhanced,367,0.789,0,0.176,0,0,0.0,18.0,Friday,0,0
us,USD,CNY,mobile,52.26,52.26,2.55,False,False,0.154,standard,298,0.336,0,0.166,0,0,0.0,5.0,Monday,0,0
uk,GBP,NGN,mobile,136.05,170.07,2.92,False,True,0.657,standard,4,0.892,0,0.407,0,0,0.22,19.0,Friday,0,0
us,USD,CAD,mobile,140.38,140.38,2.76,False,False,0.128,standard,147,0.551,0,0.391,0,0,0.0,20.0,Friday,0,0
us,USD,NGN,web,625.96,625.96,10.12,True,False,0.229,standard,147,0.401,0,0.391,0,0,0.25,13.0,Sunday,1,0
uk,GBP,GBP,web,57.25,71.56,1.7,False,False,0.311,standard,718,0.953,0,0.169,0,1,0.0,7.0,Saturday,1,0
us,USD,PHP,mobile,47.81,47.81,1.83,False,False,0.518,standard,298,0.336,0,0.166,0,0,0.1,12.0,Friday,0,0
us,USD,CAD,mobile,595.36,595.36,9.45,False,False,0.216,standard,298,0.336,0,0.166,0,0,0.0,23.0,Wednesday,0,0
ca,CAD,PHP,web,101.87,75.38,2.93,False,False,0.273,standard,938,0.841,0,0.154,0,0,0.0,9.0,Saturday,1,0
us,USD,INR,web,135.9,135.9,2.02,False,True,0.314,standard,298,0.336,0,0.166,0,0,0.0,1.0,Monday,0,0
us,USD,CAD,web,69.43,69.43,2.24,False,False,0.139,standard,298,0.336,0,0.166,0,0,0.0,22.0,Friday,0,0
uk,GBP,CAD,web,53.92,67.4,1.43,False,False,0.098,standard,4,0.892,0,0.407,0,0,0.0,11.0,Wednesday,0,1
us,USD,CNY,web,194.9,194.9,3.34,False,False,0.33,standard,1018,0.934,0,0.087,0,1,0.0,22.0,Saturday,1,0
ca,CAD,MXN,mobile,192.06,142.13,3.55,False,False,0.219,standard,947,0.625,0,0.268,0,0,0.0,6.0,Sunday,1,0
ca,CAD,PHP,mobile,141.03,104.36,3.45,False,False,0.291,standard,1041,0.867,0,0.245,0,0,0.0,20.0,Wednesday,0,0
us,USD,GBP,mobile,211.37,211.37,4.82,False,True,0.335,standard,298,0.336,0,0.166,0,0,0.0,14.0,Wednesday,0,0
us,USD,INR,mobile,75.58,75.58,2.08,False,False,0.146,standard,34,0.427,0,0.068,0,0,0.0,2.0,Tuesday,0,0
us,USD,INR,web,96.63,96.63,1.22,False,True,0.453,standard,1016,0.944,0,0.247,0,0,0.0,1.0,Friday,0,0
us,USD,CAD,mobile,70.83,70.83,2.17,False,False,0.306,enhanced,367,0.939,0,0.176,0,0,0.0,12.0,Friday,0,0
us,USD,MXN,mobile,78.63,78.63,2.27,False,False,0.969,standard,1018,0.934,0,0.087,0,0,0.2,20.0,Friday,0,0
us,USD,PHP,web,292.6,292.6,5.79,False,False,0.55,standard,1018,0.934,0,0.087,0,0,0.1,4.0,Thursday,0,0
us,USD,INR,mobile,33.76,33.76,2.38,False,False,0.397,standard,1016,0.944,0,0.247,0,0,0.0,4.0,Saturday,1,0
us,USD,USD,atm,46.69,46.69,1.93,False,False,0.244,enhanced,257,0.894,0,0.257,0,0,0.0,17.0,Tuesday,0,0
us,USD,INR,web,230.85,230.85,5.12,False,False,0.295,standard,1018,0.934,0,0.087,0,0,0.0,11.0,Thursday,0,0
us,USD,NGN,mobile,39.34,39.34,1.68,False,False,0.337,enhanced,367,0.939,0,0.176,0,0,0.25,21.0,Tuesday,0,0
us,USD,PHP,web,146.38,146.38,3.86,False,False,0.057,standard,298,0.336,0,0.166,0,1,0.1,13.0,Saturday,1,0
us,USD,NGN,mobile,51.03,51.03,2.22,False,False,0.208,low,954,0.576,0,0.332,0,0,0.25,12.0,Sunday,1,0
us,USD,NGN,mobile,689.39,689.39,11.79,False,False,0.331,standard,1018,0.934,0,0.087,0,0,0.25,20.0,Wednesday,0,0
us,USD,NGN,atm,70.17,70.17,2.29,False,True,0.429,standard,1016,0.944,0,0.247,0,0,0.25,4.0,Thursday,0,1
us,USD,INR,mobile,61.11,61.11,2.13,False,False,0.365,standard,298,0.336,0,0.166,0,0,0.0,0.0,Friday,0,0
ca,CAD,NGN,mobile,147.73,109.32,2.52,False,False,0.183,low,615,0.515,0,0.355,0,0,0.0,6.0,Tuesday,0,0
us,USD,NGN,mobile,273.74,410.21,111.2,True,False,0.302,unknown,1018,0.69,0,0.087,0,0,0.25,18.0,Wednesday,0,0
us,USD,PHP,web,77.86,77.86,1.46,False,True,0.47,standard,34,0.427,0,0.068,0,0,0.1,21.0,Sunday,1,0
uk,GBP,PHP,web,130.92,163.65,2.97,False,False,0.155,standard,4,0.892,0,0.407,6,6,0.0,16.0,Monday,0,0
us,USD,GBP,mobile,176.77,176.77,4.47,False,False,0.37,standard,298,0.336,0,0.166,0,0,0.0,8.0,Friday,0,0
us,USD,USD,mobile,74.68,74.68,1.93,False,False,0.234,standard,1018,0.934,0,0.087,0,0,0.0,22.0,Wednesday,0,0
us,USD,CNY,mobile,81.0,81.0,2.0,False,False,0.343,enhanced,367,0.939,0,0.176,0,0,0.0,14.0,Sunday,1,0
ca,CAD,CNY,mobile,431.19,319.08,6.44,False,False,0.546,standard,947,0.625,0,0.268,0,0,0.0,9.0,Friday,0,0
us,USD,PHP,mobile,149.7,149.7,3.82,False,False,0.408,standard,147,0.551,0,0.391,0,0,0.1,5.0,Thursday,0,0
us,USD,INR,web,-67.99,67.99,9999.99,False,False,1.2,standard,263,-0.1,0,0.223,-1,1,0.0,20.0,Saturday,1,0
us,USD,INR,mobile,149.07,149.07,3.15,False,True,0.234,enhanced,257,0.894,0,0.257,0,0,0.0,12.0,Monday,0,0
us,USD,PHP,web,56.36,56.36,1.9,True,False,0.08,enhanced,367,0.789,0,0.176,0,0,0.1,14.0,Thursday,0,0
us,USD,CAD,mobile,144.37,144.37,3.23,False,False,0.35,enhanced,257,0.894,0,0.257,0,0,0.0,3.0,Wednesday,0,0
uk,GBP,MXN,web,44.6,55.76,0.97,False,False,0.567,standard,4,0.892,0,0.407,0,0,0.0,3.0,Thursday,0,0
us,USD,CAD,mobile,133.89,133.89,2.09,False,False,0.113,standard,1018,0.934,0,0.087,0,0,0.0,5.0,Friday,0,0
uk,GBP,NGN,mobile,192.63,240.79,4.78,False,False,0.544,standard,4,0.892,0,0.407,0,0,0.22,2.0,Sunday,1,0
us,USD,EUR,web,378.87,378.87,7.34,False,False,0.429,standard,298,0.336,0,0.166,0,0,0.0,15.0,Wednesday,0,0
us,USD,CNY,web,89.31,89.31,3.06,False,False,0.064,enhanced,367,0.939,0,0.176,0,0,0.0,3.0,Tuesday,0,0
uk,GBP,INR,mobile,177.21,221.51,3.46,False,False,0.314,standard,4,0.892,0,0.407,0,0,0.0,7.0,Monday,0,0
ca,CAD,INR,web,154.14,114.06,3.21,False,True,0.413,standard,947,0.625,0,0.268,0,0,0.12,2.0,Thursday,0,0
uk,GBP,MXN,mobile,119.62,149.53,2.87,False,False,0.307,standard,718,0.953,0,0.169,0,0,0.0,11.0,Tuesday,0,0
us,USD,USD,mobile,256.57,256.57,4.5,False,False,0.215,standard,263,0.522,0,0.223,0,0,0.0,17.0,Saturday,1,0
uk,GBP,INR,mobile,568.78,710.98,10.72,False,False,0.955,standard,4,0.892,0,0.407,0,0,0.0,-1.0,unknown,0,0
us,USD,INR,web,268.73,268.73,5.07,False,False,0.231,standard,263,0.522,0,0.223,0,0,0.0,23.0,Thursday,0,0
uk,GBP,GBP,web,170.72,213.41,4.06,False,False,0.472,standard,4,0.892,0,0.407,0,0,0.0,0.0,Saturday,1,0
us,USD,EUR,mobile,48.87,48.87,1.38,False,False,0.977,standard,298,0.336,0,0.166,0,0,0.0,20.0,Friday,0,0
uk,GBP,MXN,atm,40.78,50.98,2.21,False,False,0.08,standard,4,0.892,0,0.407,0,0,0.0,8.0,Thursday,0,0
us,USD,NGN,mobile,191.67,191.67,4.24,False,False,0.062,standard,263,0.522,0,0.223,0,0,0.25,0.0,Monday,0,0
us,USD,NGN,mobile,137.08,137.08,3.16,False,False,0.501,standard,298,0.336,0,0.166,0,0,0.25,8.0,Sunday,1,0
us,USD,GBP,web,145.61,145.61,3.6,False,False,0.085,enhanced,367,0.939,0,0.176,0,1,0.0,14.0,Monday,0,0
us,USD,USD,mobile,-131.98,131.98,9999.99,False,False,1.2,standard,1018,-0.1,0,0.087,-1,2,0.0,8.0,Friday,0,0
us,USD,INR,mobile,39.07,39.07,2.22,False,False,0.249,standard,147,0.551,0,0.391,0,0,0.0,21.0,Sunday,1,0
us,USD,PHP,web,37.11,37.11,1.38,False,False,0.068,standard,1016,0.944,0,0.247,0,0,0.1,10.0,Tuesday,0,0
us,USD,PHP,mobile,413.47,413.47,8.0,False,False,0.359,standard,263,0.522,0,0.223,0,0,0.1,13.0,Saturday,1,0
ca,CAD,INR,web,455.26,336.89,7.47,False,False,0.504,low,214,0.596,0,0.233,0,0,0.12,20.0,Tuesday,0,0
us,USD,USD,web,142.32,142.32,3.51,False,False,0.257,enhanced,367,0.939,0,0.176,7,7,0.0,4.0,Wednesday,0,0
us,USD,EUR,web,394.26,394.26,6.84,False,False,0.419,enhanced,367,0.939,0,0.176,0,0,0.0,8.0,Saturday,1,0
us,USD,GBP,mobile,45.09,45.09,2.3,True,False,0.157,enhanced,257,0.744,0,0.257,0,0,0.0,4.0,Friday,0,0
us,USD,USD,atm,202.18,202.18,4.87,False,False,0.262,enhanced,367,0.939,0,0.176,0,0,0.0,7.0,Saturday,1,0
us,USD,PHP,mobile,380.15,380.15,6.75,False,True,0.384,standard,263,0.522,0,0.223,0,0,0.1,9.0,Tuesday,0,0
us,USD,GBP,web,82.6,82.6,1.93,False,False,0.19,standard,1018,0.934,0,0.087,0,0,0.0,1.0,Tuesday,0,0
us,USD,GBP,web,390.91,390.91,7.46,False,False,0.995,standard,1018,0.934,0,0.087,0,0,0.0,9.0,Wednesday,0,0
uk,GBP,NGN,mobile,151.29,189.11,3.29,False,False,0.329,standard,35,0.496,0,0.129,0,0,0.22,20.0,Sunday,1,0
us,USD,CAD,web,88.18,88.18,2.75,False,False,0.368,standard,298,0.336,0,0.166,0,0,0.0,13.0,Saturday,1,0
us,USD,CNY,atm,291.62,291.62,4.2,False,True,0.746,enhanced,367,0.939,0,0.176,0,0,0.0,16.0,Monday,0,0
us,USD,NGN,mobile,96.35,96.35,2.8,True,False,0.242,enhanced,257,0.744,0,0.257,0,0,0.25,7.0,Saturday,1,0
us,USD,PHP,mobile,166.69,166.69,3.36,False,False,0.097,standard,1018,0.934,0,0.087,0,0,0.1,7.0,Thursday,0,0
us,USD,GBP,web,330.02,330.02,6.15,False,False,0.072,standard,1016,0.944,0,0.247,0,1,0.0,22.0,Thursday,0,0
us,USD,CNY,mobile,90.52,90.52,1.8,False,False,0.17,enhanced,367,0.939,0,0.176,0,0,0.0,13.0,Thursday,0,0
us,USD,INR,web,291.61,291.61,5.42,False,False,0.287,enhanced,367,0.939,0,0.176,0,0,0.0,7.0,Friday,0,0
us,USD,USD,mobile,85.26,85.26,2.0,False,False,0.464,enhanced,367,0.939,0,0.176,0,0,0.0,22.0,Monday,0,0
us,USD,EUR,mobile,622.08,622.08,9.73,False,False,0.561,standard,1018,0.934,0,0.087,0,0,0.0,3.0,Sunday,1,0
us,USD,CAD,mobile,117.64,117.64,2.86,False,False,0.466,standard,648,0.62,0,0.24,0,0,0.0,4.0,Wednesday,0,0
