cat__channel_atm,cat__channel_mobile,cat__channel_unknown,cat__channel_web,cat__home_country_ca,cat__home_country_uk,cat__home_country_unknown,cat__home_country_us,cat__kyc_tier_enhanced,cat__kyc_tier_low,cat__kyc_tier_standard,cat__kyc_tier_unknown,cat__source_currency_CAD,cat__source_currency_GBP,cat__source_currency_USD,cat__dest_currency_CAD,cat__dest_currency_CNY,cat__dest_currency_EUR,cat__dest_currency_GBP,cat__dest_currency_INR,cat__dest_currency_MXN,cat__dest_currency_NGN,cat__dest_currency_PHP,cat__dest_currency_USD,cat__day_of_week_Friday,cat__day_of_week_Monday,cat__day_of_week_Saturday,cat__day_of_week_Sunday,cat__day_of_week_Thursday,cat__day_of_week_Tuesday,cat__day_of_week_Wednesday,cat__day_of_week_unknown,scale__amount_usd,scale__fee,scale__account_age_days,scale__amount_src,remainder__new_device,remainder__location_mismatch,remainder__ip_risk_score,remainder__device_trust_score,remainder__chargeback_history_count,remainder__risk_score_internal,remainder__txn_velocity_1h,remainder__txn_velocity_24h,remainder__corridor_risk,remainder__hour,remainder__is_weekend,label
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.597274633331757e-06,-1.0619889292819209e-07,0.5677670404222961,-0.24545117824482815,False,False,0.301,0.69,0,0.361,0,0,0.0,11.0,1,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.16169447595074263,-0.10868780144510856,-0.5826772098293297,-0.15418310475413932,False,False,0.287,0.871,0,0.163,0,0,0.0,22.0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08944578219154904,-0.10581918193658696,-0.36788838561355297,-0.08099297813850921,False,False,0.167,0.336,0,0.166,0,0,0.0,4.0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12932576413830096,-0.10112144267176064,1.7446921046183326,0.1406292594779516,False,True,0.241,0.944,0,0.247,0,0,0.0,5.0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20909746506876553,-0.10818804194885044,-0.48852320469364674,-0.20220377606303688,False,False,0.493,0.894,0,0.257,0,0,0.25,0.0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10108687607090759,-0.10589914345598825,1.7505767299393127,-0.09278576068783069,False,False,0.31,0.934,0,0.087,0,0,0.25,5.0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.2534444893710838,-0.10821802751862591,1.5416725310445163,-0.23357200168415632,False,False,0.053,0.625,0,0.268,0,0,0.0,10.0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.26312408025245526,-0.11214613715921473,1.7505767299393127,-0.25693438225347753,False,False,1.2,-0.1,0,0.087,-1,0,0.25,6.0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09375966740813677,-0.10615901839404249,-0.4708693287307062,-0.0853630752126473,False,False,0.883,0.522,0,0.223,0,0,0.0,23.0,0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13730680713373422,-0.10204100014487558,-1.2329283077976398,0.06183072162549528,False,False,0.623,0.892,0,0.407,0,0,0.0,3.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.08356127319758759,-0.10565925889778437,-1.1446589279829371,-0.07503179135533575,False,False,0.289,0.427,0,0.068,0,0,0.25,1.0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009268988250630633,-0.10402004775005773,-0.8121775973475568,0.01900808999950985,False,False,0.191,0.551,0,0.391,0,0,0.0,23.0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19050582795740906,-0.10781821992161943,1.7505767299393127,-0.18336988158866266,False,False,0.991,0.934,0,0.087,0,0,0.1,0.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.225379361331043,-0.1078781910611704,-0.4708693287307062,-0.21869783273000606,False,False,0.185,0.522,0,0.223,0,0,0.0,16.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.21014928551696158,-0.10834796498765303,0.7001711101443503,-0.20326930220302444,False,False,0.168,0.92,0,0.259,0,0,0.1,13.0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.16603678874701128,-0.10766829207274199,-0.4708693287307062,-0.1585819998320608,False,False,0.259,0.522,0,0.223,0,1,0.0,4.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.22574891986689563,-0.10867780625518339,-0.4708693287307062,-0.21907220677919087,False,False,0.534,0.522,0,0.223,0,0,0.0,16.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.23581938996888044,-0.10857785435593177,1.7446921046183326,-0.22927389961947692,False,False,0.51,0.944,0,0.247,0,0,0.0,16.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.23004148439872263,-0.10890769562346213,1.1974219497671756,-0.22342070535049136,False,False,0.254,0.799,0,0.102,0,0,0.0,22.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2197364867643698,-0.108038114099973,-0.4708693287307062,-0.2129814289789919,False,False,0.494,0.522,0,0.223,0,0,0.0,16.0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2394723339578855,-0.10950740701897187,-0.36788838561355297,-0.23297444310564983,False,False,0.157,0.336,0,0.166,0,0,0.0,10.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.597274633331757e-06,-1.0619889292819209e-07,-0.16486881203973666,-0.010841040922032766,False,False,0.354,0.69,0,0.176,0,0,0.0,8.0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15874120221318813,-0.10251077407135821,-0.4708693287307062,0.17042799389287325,False,True,0.538,0.522,0,0.223,0,0,0.0,19.0,1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.11295539058771394,-0.10671874902985157,1.7505767299393127,-0.10480892726741975,False,False,0.384,0.934,0,0.087,0,0,0.0,15.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14752332747977745,-0.10656882118097413,-0.36788838561355297,-0.1398272998680911,False,False,0.381,0.336,0,0.166,0,0,0.0,22.0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.08661013111837199,-0.10663878751045026,-0.4708693287307062,-0.07812037726111043,False,False,0.952,0.522,0,0.223,0,1,0.25,1.0,1,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.22616111977226974,-0.1090476282824144,-0.48852320469364674,-0.21948977783405083,False,False,0.202,0.894,0,0.257,0,0,0.0,1.0,0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14857514792797344,-0.10841793131712917,-1.2329283077976398,-0.16985641831328027,False,True,0.312,0.892,0,0.407,0,1,0.0,21.0,0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.22375188239430727,-0.10894767638316277,-1.2329283077976398,-0.230778595317162,False,True,0.337,0.892,0,0.407,0,0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10874419644927637,-0.10207098571465106,-0.8121775973475568,0.11977950473873615,False,False,0.348,0.551,0,0.391,6,6,0.0,7.0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2068090449044472,-0.10801812372012268,-0.16486881203973666,-0.19988553675846943,False,False,0.317,0.939,0,0.176,0,0,0.0,22.0,0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2154652429173036,-0.10846790726675498,-1.2329283077976398,-0.22406146093467302,False,False,0.223,0.892,0,0.407,0,0,0.0,19.0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.25826296412700883,-0.10994719537567901,-0.4708693287307062,-0.25200992360650815,False,False,0.523,0.522,0,0.223,0,0,0.0,4.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.10660182652901644,-0.10727847966566066,-0.8121775973475568,-0.0983725734218194,False,False,0.256,0.551,0,0.391,0,0,0.25,16.0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.14495063151864937,-0.10735844118506195,1.2827490169213884,-0.13722108052568915,False,False,0.725,0.96,0,0.363,0,1,0.0,5.0,1,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.24738941489903654,-0.10876776296450986,1.0797294433475721,-0.24099468715933975,False,False,0.896,0.43,0,0.28,0,0,0.0,0.0,1,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1247489238096643,-0.10327040850567056,-1.2329283077976398,0.051657826788992695,False,False,0.16,0.892,0,0.407,0,0,0.0,19.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.811477109473277,0.04001063907153203,1.0914986939895324,6.909852031310232,False,False,0.332,0.77,0,0.22,0,0,0.25,22.0,0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09874479529649399,-0.10314047103664344,-1.2329283077976398,0.0305776880195096,False,False,0.332,0.892,0,0.407,0,0,0.0,7.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0778789518106596,-0.10194104824562394,1.7505767299393127,0.08851207213085872,False,True,0.223,0.934,0,0.087,0,0,0.1,17.0,0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2076831929796371,-0.10846790726675498,-1.2329283077976398,-0.21776189760704404,True,True,0.578,0.742,0,0.407,0,0,0.0,22.0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22161981391823427,-0.10835796017757819,1.7505767299393127,-0.2148892967296452,False,True,0.531,0.934,0,0.087,0,0,0.0,15.0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.14135454268900624,-0.10574921560711081,1.5416725310445163,-0.08012183852405996,False,False,0.093,0.625,0,0.268,0,1,0.0,22.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15903649725057162,-0.10739842194476261,-0.16486881203973666,-0.15149049140038703,False,False,0.281,0.939,0,0.176,0,0,0.0,15.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.21776787687146237,-0.10792816701079622,-0.48852320469364674,-0.21098716721698815,True,False,0.831,0.744,0,0.257,0,0,0.0,7.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.24982707985668,-0.11023705588350872,-0.36788838561355297,-0.24346411598377032,False,False,0.372,0.336,0,0.166,0,0,0.0,18.0,0,0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2285277157807108,-0.10870779182495888,1.818249921130585,-0.19946796570360942,False,True,0.56,0.867,0,0.245,0,0,0.0,20.0,1,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.597274633331757e-06,-1.0619889292819209e-07,0.8678829317922855,-0.002036051265243928,True,False,0.388,0.69,0,0.169,0,1,0.05,22.0,1,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.15120469904846348,-0.1073484459951368,-0.16486881203973666,-0.14355664135804747,False,False,0.108,0.939,0,0.176,0,0,0.2,22.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.14156774953661355,-0.10607905687464118,-0.8121775973475568,-0.133794118075459,False,False,0.216,0.551,0,0.391,0,0,0.25,2.0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2731661227747591,-0.10935747917009443,-0.7386197808353046,-0.26057013023113773,False,False,0.32,0.881,0,0.199,0,0,0.0,2.0,1,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.11080910832180046,-0.10757833536341554,-1.2329283077976398,-0.13925133979242213,False,False,0.544,0.892,0,0.407,0,0,0.0,11.0,1,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.07857933985849704,-0.10541937433958046,0.48243997326808347,-0.0699849411922867,False,False,0.188,0.906,0,0.224,5,5,0.0,13.0,1,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07332023761751695,-0.10542936952950563,1.7446921046183326,-0.064657310492349,False,True,0.289,0.944,0,0.247,0,0,0.1,7.0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.24640155650512272,-0.10900764752271375,-0.8121775973475568,-0.23999395652786498,False,False,0.212,0.551,0,0.391,0,0,0.25,0.0,1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.240538368195922,-0.1082480130884014,-0.36788838561355297,-0.23405436824752907,True,False,0.197,0.186,0,0.166,0,0,0.25,2.0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2076831929796371,-0.10814806118914978,0.564824727761806,-0.17092914395421363,False,False,0.371,0.515,0,0.355,0,0,0.0,17.0,1,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.234142162767703,-0.10942744549957058,-0.8121775973475568,-0.22757481739625354,False,False,0.246,0.551,0,0.391,0,0,0.0,15.0,1,0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.08677358970153755,-0.10663878751045026,0.8678829317922855,-0.11976949023292037,False,False,0.367,0.953,0,0.169,0,0,0.0,1.0,0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2116843748197341,-0.10921754651114216,-1.2329283077976398,-0.2210016730326818,False,False,0.47,0.892,0,0.407,0,0,0.0,17.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2670541931433498,-0.10931749841039379,-0.4708693287307062,-0.2609157062765391,False,False,0.319,0.522,0,0.223,0,0,0.25,9.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.25203021728195546,-0.10865781587533307,1.7446921046183326,-0.24569596127698745,True,False,0.228,0.794,0,0.247,0,0,0.0,3.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.10395095472376567,-0.10666877308022575,1.7505767299393127,-0.09568715956901297,False,False,0.228,0.934,0,0.087,0,0,0.0,18.0,1,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1931709135525003,-0.1071085614369329,-1.2329283077976398,-0.205997913061506,False,False,0.358,0.892,0,0.407,0,0,0.0,20.0,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.20114484965301327,-0.10817804675892527,1.7505767299393127,-0.19414753450461764,False,False,0.511,0.934,0,0.087,0,0,0.25,8.0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23631687261329745,-0.10800812853019752,-0.16486881203973666,-0.22977786468568723,False,False,0.38,0.939,0,0.176,0,0,0.0,4.0,0,0
